,zipcode,rideship
0,11693,0.0
1,10463,4460.0
2,10033,35012.25
3,11367,0.0
4,10472,25846.25
5,10037,0.0
6,10026,36869.0
7,10119,0.0
8,10044,3249.0
9,10036,226500.5
10,10002,87725.75
11,10038,0.0
12,11206,82084.5
13,10275,0.0
14,10111,0.0
15,10022,90459.75
16,10043,0.0
17,10170,0.0
18,10112,0.0
19,10122,0.0
20,10107,0.0
21,10103,0.0
22,10081,0.0
23,10304,0.0
24,10169,0.0
25,10167,0.0
26,10177,0.0
27,10172,0.0
28,10310,0.0
29,11212,11816.25
30,10302,0.0
31,11096,0.0
32,11416,3946.0
33,10470,4537.25
34,10469,23365.0
35,10039,9255.25
36,10029,9359.0
37,10010,130341.05
38,11411,0.0
39,11040,0.0
40,10096,0.0
41,11220,23462.0
42,11225,27302.0
43,11209,6005.0
44,11228,5146.0
45,11372,16122.0
46,11004,0.0
47,10305,0.0
48,11096,0.0
49,11223,45841.75
50,11693,0.0
51,11693,0.0
52,11426,0.0
53,11365,0.0
54,11373,93010.0
55,11001,0.0
56,11375,79296.75
57,11427,0.0
58,11374,15443.0
59,11366,0.0
60,11423,0.0
61,11428,0.0
62,11432,34799.0
63,11379,23653.0
64,11429,0.0
65,11419,7440.0
66,11435,4665.0
67,11415,0.0
68,11418,2137.0
69,11433,38287.0
70,11451,0.0
71,11221,16958.5
72,11421,6958.0
73,10065,44714.75
74,11434,0.0
75,11216,52898.75
76,11233,41411.25
77,11436,0.0
78,10097,0.0
79,11213,43492.0
80,11218,3997.75
81,11226,63975.5
82,11219,27326.75
83,11210,20661.5
84,11230,20084.25
85,11204,39211.0
86,10471,0.0
87,10466,15700.25
88,10458,11519.75
89,10467,32974.25
90,10463,4460.0
91,11370,0.0
92,10475,0.0
93,10034,16395.0
94,10457,17607.75
95,10462,13609.75
96,10040,16515.25
97,11362,0.0
98,10464,0.0
99,10464,0.0
100,10031,47854.75
101,10468,37361.75
102,10453,19723.0
103,10456,0.0
104,10030,18346.5
105,10013,72266.25
106,10464,0.0
107,10461,18158.75
108,10455,36760.0
109,10460,18093.625
110,10465,0.0
111,10032,36271.25
112,10452,52860.25
113,11103,8428.263158
114,10459,17079.5
115,10024,0.0
116,10021,0.0
117,10451,24237.5
118,10035,0.0
119,10025,34119.75
120,10454,9470.5
121,10001,363552.57925999997
122,10473,0.0
123,10027,70413.5
124,10474,0.0
125,10035,0.0
126,11357,0.0
127,00083,185097.25
128,10016,0.0
129,10014,69994.0
130,11363,0.0
131,11356,0.0
132,11359,0.0
133,11360,0.0
134,11105,16739.0
135,10128,18533.0
136,10075,0.0
137,11102,14273.0
138,10003,151713.75
139,11371,0.0
140,10023,91228.0
141,10028,106915.25
142,11354,53959.0
143,11361,0.0
144,11358,0.0
145,11369,0.0
146,11106,6245.0
147,10011,66326.0
148,11109,0.0
149,10006,15019.02941
150,11368,22397.75
151,11104,29986.0
152,11377,35592.5
153,11355,0.0
154,11101,153398.25
155,11364,0.0
156,10018,14288.0
157,10020,0.0
158,11005,0.0
159,10017,140863.25
160,11222,20200.0
161,10173,0.0
162,11378,0.0
163,10009,14407.13953
164,10012,48831.25
165,11412,0.0
166,10005,52782.0
167,11211,107646.5
168,10007,123658.69681
169,11237,29732.75
170,11385,10683.25
171,11251,38143.5
172,10004,46473.0
173,11217,76930.0
174,10196,0.0
175,11420,28763.0
176,11201,230608.64466000002
177,10004,46473.0
178,11205,13771.0
179,11208,33509.5
180,11231,0.0
181,11207,62436.25
182,10004,46473.0
183,10004,46473.0
184,11413,0.0
185,10196,0.0
186,11238,40761.5
187,11231,0.0
188,11422,0.0
189,10178,0.0
190,11417,14727.25
191,11215,21153.45
192,10069,0.0
193,10281,0.0
194,10282,0.0
195,11414,4100.25
196,11232,3559.0
197,10312,0.0
198,11694,543.25
199,11239,0.0
200,11430,9281.189024
201,11203,0.0
202,10080,0.0
203,10203,0.0
204,11236,13503.75
205,10019,142472.75
206,10265,0.0
207,11214,4487.0
208,10171,0.0
209,10301,585.0
210,10154,0.0
211,10152,0.0
212,10270,0.0
213,10303,0.0
214,10153,0.0
215,10174,0.0
216,10166,0.0
217,10045,0.0
218,10047,0.0
219,10047,0.0
220,10306,0.0
221,11234,0.0
222,10259,0.0
223,10260,0.0
224,10285,0.0
225,10286,0.0
226,11693,0.0
227,11697,0.0
228,11692,4043.0
229,10314,0.0
230,11229,4379.0
231,10115,0.0
232,10123,0.0
233,10106,0.0
234,10158,0.0
235,11691,7561.0
236,10041,0.0
237,10120,0.0
238,10278,0.0
239,11235,14027.0
240,10104,0.0
241,10271,0.0
242,10110,0.0
243,10155,0.0
244,11370,0.0
245,11224,14549.75
246,10308,0.0
247,10175,0.0
248,10151,0.0
249,10121,0.0
250,10309,0.0
251,10307,0.0
252,10280,0.0
253,10048,79248.18846
254,10279,0.0
255,10165,0.0
256,10168,0.0
257,10055,0.0
258,10105,0.0
259,10118,0.0
260,10176,0.0
261,10162,0.0
