103 ST,3614
103 ST-CORONA,2700.25
104 ST,545
110 ST,1499.75
111 ST,2216.75
116 ST,4235.5
116 ST-COLUMBIA,633
121 ST,328.25
125 ST,10969.5
135 ST,2662.25
137 ST CITY COL,1313
138/GRAND CONC,674
145 ST,4476.5
149/GRAND CONC,2385.75
14 ST,2723.75
14 ST-UNION SQ,6740.5
14TH STREET,514.0384615
155 ST,1127.5
157 ST,1446.5
15 ST-PROSPECT,352.25
161/YANKEE STAD,3552
163 ST-AMSTERDM,499.5
167 ST,3215.25
168 ST,2922.75
169 ST,770.5
170 ST,2914.25
174-175 STS,1031
174 ST,1075
175 ST,1058.5
176 ST,1175
181 ST,2693
182-183 STS,597.75
183 ST,1381.25
18 AV,1830.75
18 ST,236.75
190 ST,167.5
191 ST,171.5
1 AV,1649
207 ST,995
20 AV,898.75
215 ST,232.25
219 ST,583
21 ST,200
21 ST-QNSBRIDGE,1441.25
225 ST,759.5
231 ST,1213.75
233 ST,981
238 ST,540.5
23 ST,5645.5
25 AV,458.5
25 ST,541
28 ST,2657.25
2 AV,1033.5
30 AV,1087.25
33 ST,2122.5
33 ST-RAWSON ST,529.25
34 ST-HERALD SQ,5144.5
34 ST-HUDSON YD,944.25
34 ST-PENN STA,7682
36 AV,482.25
36 ST,2151
39 AV,212
3 AV,622
3 AV 138 ST,1241.5
3 AV-149 ST,3335.5
40 ST LOWERY ST,760
42 ST-BRYANT PK,1664.25
42 ST-PORT AUTH,5470.75
45 ST,955.75
46 ST,749
46 ST BLISS ST,1237.25
47-50 STS ROCK,1732
49 ST,658.25
4 AV-9 ST,369
4AV-9 ST,628.75
50 ST,2440.1875
51 ST,733.75
52 ST,501
53 ST,1424.25
55 ST,437.25
57 ST,530.5
57 ST-7 AV,1725.5
59 ST,5127.75
59 ST COLUMBUS,4560
5 AV/53 ST,410.5
5 AV/59 ST,460.5
5 AVE,423.25
61 ST WOODSIDE,1388.5
63 DR-REGO PARK,1324
65 ST,333
66 ST-LINCOLN,747.5
67 AV,667.25
68ST-HUNTER CO,1742
69 ST,486.5
6 AV,104.75
71 ST,594
72 ST,2722
72 ST-2 AVE,2542.5
74 ST-BROADWAY,276.75
75 AV,203.5
75 ST-ELDERTS,566.25
77 ST,2820.5
79 ST,1282.75
7 AV,1846.5
80 ST,450.5
81 ST-MUSEUM,377
82 ST-JACKSON H,1426.75
85 ST-FOREST PK,507.5
86 ST,6532
86 ST-2 AVE,1339.5
88 ST,349.5
8 AV,2918
8 ST-NYU,455
90 ST-ELMHURST,1973.75
96 ST,6127.5
96 ST-2 AVE,2002.5
9 AV,662
9TH STREET,205.4
ALABAMA AV,489
ALLERTON AV,989
AQUEDUCT N.COND,95
AQUEDUCT RACETR,21.25
ASTORIA BLVD,519
ASTORIA DITMARS,1127.75
ASTOR PL,712.5
ATLANTIC AV,400.75
ATL AV-BARCLAY,4030
AVENUE H,296
AVENUE I,337.5
AVENUE J,664.75
AVENUE M,609.25
AVENUE N,414.5
AVENUE P,379.5
AVENUE U,1320.5
AVENUE X,438.25
BAY 50 ST,310.5
BAYCHESTER AV,652.5
BAY PKWY,1511
BAY RIDGE-95 ST,719.75
BAY RIDGE AV,842.25
BEACH 105 ST,24
BEACH 25 ST,399.75
BEACH 36 ST,211
BEACH 44 ST,168.5
BEACH 60 ST,493.25
BEACH 67 ST,471.75
BEACH 90 ST,124
BEACH 98 ST,64.5
BEDFORD AV,1053.25
BEDFORD-NOSTRAN,735
BEDFORD PK BLVD,2021.75
BERGEN ST,823
BEVERLEY ROAD,467
BEVERLY RD,748
BLEECKER ST,816.25
BOROUGH HALL,2134.25
BOTANIC GARDEN,134.5
BOWERY,226.25
BOWLING GREEN,1441.75
BRIARWOOD,471.75
BRIGHTON BEACH,1428.5
BROAD CHANNEL,26.5
BROAD ST,407.5
BROADWAY,1451
BROADWAY JCT,1826.75
BRONX PARK EAST,421.75
BROOK AV,1271
BROOKLYN BRIDGE,1080.25
BUHRE AV,500.5
BURKE AV,635
BURNSIDE AV,2146.75
BUSHWICK AV,275.25
B'WAY-LAFAYETTE,606
CANAL ST,2356
CANARSIE-ROCKAW,545.5
CARROLL ST,616.5
CASTLE HILL AV,1111.25
CATHEDRAL PKWY,1643.5
CENTRAL AV,346.5
CENTRAL PK N110,1032.75
CHAMBERS ST,2766.75
CHAUNCEY ST,524.5
CHRISTOPHER ST,545.7458333
CHURCH AV,5190
CITY / BUS,585.5
CITY HALL,220
CLARK ST,230
CLASSON AV,446.25
CLEVELAND ST,557.5
CLINTON-WASH AV,575.5
CONEY IS-STILLW,2526.5
CORTELYOU RD,750.75
CORTLANDT ST,570.5
COURT SQ,1028
COURT SQ-23 ST,406.75
CRESCENT ST,838.5
CROWN HTS-UTICA,4873.25
CYPRESS AV,718.5
CYPRESS HILLS,267.25
DEKALB AV,2717.5
DELANCEY/ESSEX,2518.5
DITMAS AV,610
DYCKMAN ST,1919.5
E 143/ST MARY'S,311
E 149 ST,926.5
E 180 ST,1437
EAST 105 ST,807.5
EAST BROADWAY,1272.75
EASTCHSTER/DYRE,714
EASTN PKWY-MUSM,167
ELDER AV,1301
ELMHURST AV,972.75
EUCLID AV,2055.5
EXCHANGE PLACE,632.9
FAR ROCKAWAY,1059
FLATBUSH AV-B.C,2548
FLUSHING AV,2002
FLUSHING-MAIN,4602
FORDHAM RD,3896.25
FOREST AVE,463
FOREST HILLS 71,2399
FRANKLIN AV,2224.25
FRANKLIN ST,184.5
FREEMAN ST,920.5
FRESH POND RD,725
FT HAMILTON PKY,1388.5
FULTON ST,5270.75
GATES AV,856
GRAHAM AV,649
GRAND ARMY PLAZ,403.25
GRAND-NEWTOWN,1209.5
GRAND ST,1935
GRANT AV,907.5
GRD CNTRL-42 ST,5354.5
GREENPOINT AV,912.25
GROVE STREET,932.2
GUN HILL RD,2119.5
HALSEY ST,1583
HARLEM 148 ST,561.75
HARRISON,487.4
HEWES ST,412.5
HIGH ST,402
HOUSTON ST,602.5
HOWARD BCH JFK,350
HOYT-SCHER,894
HOYT ST,598
HUNTERS PT AV,565
HUNTS POINT AV,1938.5
INTERVALE AV,649
INWOOD-207 ST,1209.5
JACKSON AV,1023.5
JAMAICA 179 ST,2529.75
JAMAICA CENTER,5487
JAMAICA VAN WK,654
JAY ST-METROTEC,2779.75
JEFFERSON ST,588.25
JFK JAMAICA CT1,578
JKSN HT-ROOSVLT,5054
JOURNAL SQUARE,2851.614286
JUNCTION BLVD,2434
JUNIUS ST,576.25
KEW GARDENS,2202.75
KINGSBRIDGE RD,3200.5
KINGS HWY,3093.5
KINGSTON AV,566.25
KINGSTON-THROOP,677.5
KNICKERBOCKER,507
KOSCIUSZKO ST,585.5
LACKAWANNA,250.0928571
LAFAYETTE AV,380.25
LEXINGTON AV/53,1662.25
LEXINGTON AV/63,1413.25
LIBERTY AV,461.5
LIVONIA AV,774.5
LONGWOOD AV,509.5
LORIMER ST,875
MARBLE HILL-225,815.25
MARCY AV,1611.5
METROPOLITAN AV,1079.75
METS-WILLETS PT,269
MIDDLETOWN RD,256
MONTROSE AV,701.5
MORGAN AV,572
MORISN AV/SNDVW,1230.75
MORRIS PARK,310.5
MOSHOLU PKWY,1726
MT EDEN AV,1213.5
MYRTLE AV,1403.5
MYRTLE-WILLOUGH,750.5
MYRTLE-WYCKOFF,2505.75
NASSAU AV,556.5
NECK RD,467.75
NEPTUNE AV,255
NEREID AV,595
NEVINS ST,1265.75
NEWARK BM BW,2000.9
NEWARK C,323.5793103
NEWARK HM HE,0
NEWARK HW BMEBE,234.375
NEWKIRK AV,1317.5
NEWKIRK PLAZA,1237.5
NEW LOTS,1057.5
NEW LOTS AV,1285
NEW UTRECHT AV,650
NORTHERN BLVD,651.5
NORWOOD 205 ST,1602.5
NORWOOD AV,600.5
NOSTRAND AV,2444
OCEAN PKWY,433
OZONE PK LEFFRT,1223.5
PARKCHESTER,2355
PARK PLACE,329.25
PARKSIDE AV,937.5
PARSONS BLVD,1015.25
PATH NEW WTC,2956.9
PATH WTC 2,463
PAVONIA/NEWPORT,442.85
PELHAM BAY PARK,1209.75
PELHAM PKWY,1769.5
PENNSYLVANIA AV,958.5
PRESIDENT ST,361.75
PRINCE ST,247.75
PROSPECT AV,1936.75
PROSPECT PARK,1132.25
QUEENSBORO PLZ,1111.25
QUEENS PLAZA,774.5
RALPH AV,931.5
RECTOR ST,487.25
RIT-MANHATTAN,439.5
RIT-ROOSEVELT,449.5
ROCKAWAY AV,2044.75
ROCKAWAY BLVD,1108
ROCKAWAY PARK B,135
ROOSEVELT ISLND,713.875
SARATOGA AV,1108
SENECA AVE,364.5
SHEEPSHEAD BAY,1451
SHEPHERD AV,584.5
SIMPSON ST,1601
SMITH-9 ST,696
SOUTH FERRY,819.03125
SPRING ST,675.5
STEINWAY ST,1107.25
STERLING ST,669.5
ST. GEORGE,784
ST LAWRENCE AV,793.25
SUTPHIN-ARCHER,2801
SUTPHIN BLVD,537
SUTTER AV,786
SUTTER AV-RUTLD,1476.5
THIRTY ST,6
THIRTY THIRD ST,1785.910606
TIMES SQ-42 ST,4239.5
TOMPKINSVILLE,126.5
TREMONT AV,1763.5
TWENTY THIRD ST,385.625
UNION ST,428.75
UTICA AV,2162
VAN SICLEN AV,1137
VAN SICLEN AVE,574.5
V.CORTLANDT PK,877.25
VERNON-JACKSON,939
W 4 ST-WASH SQ,1791.5
W 8 ST-AQUARIUM,249
WAKEFIELD/241,1264
WALL ST,1433
WESTCHESTER SQ,980.75
WEST FARMS SQ,1307
WHITEHALL S-FRY,837.5
WHITLOCK AV,409.25
WILSON AV,480
WINTHROP ST,1168.5
WOODHAVEN BLVD,2342.5
WOODLAWN,1129
WORLD TRADE CTR,566.5
WTC-CORTLANDT,421
YORK ST,553
ZEREGA AV,324
