STATION,lines,latitude,longitude,zipcode,state,borough,neighborhood
INWOOD-207 ST,A,40.868045,-73.919921,10034,NY,Manhattan,Inwood and Washington Heights
JACKSON AV,25,40.816505,-73.907797,10455,NY,Bronx,Hunts Point and Mott Haven
JAMAICA 179 ST,F,40.712621999999996,-73.783815,11432,NY,Queens,Jamaica
JAMAICA CENTER,EJZ,40.702131,-73.80111,11435,NY,Queens,Jamaica
JAMAICA VAN WK,E,40.702566,-73.816859,11435,NY,Queens,Jamaica
JAY ST-METROTEC,ACF,40.692338,-73.987342,11201,NY,Brooklyn,Northwest Brooklyn
JAY ST-METROTEC,R,40.692182,-73.985935,11201,NY,Brooklyn,Northwest Brooklyn
JEFFERSON ST,L,40.706635999999996,-73.922925,11237,NY,Brooklyn,Bushwick and Williamsburg
JFK JAMAICA CT1,E,40.643941999999996,-73.78235600000001,11422,NY,Queens,Southeast Queens
JKSN HT-ROOSVLT,7EFMR,40.746655,-73.891361,11372,NY,Queens,West Queens
JOURNAL SQUARE,1,40.732102000000005,-74.06391500000001,07306,NJ,,
JUNCTION BLVD,7,40.749143,-73.869452,11372,NY,Queens,West Queens
JUNIUS ST,3,40.663419,-73.902454,11207,NY,Brooklyn,East New York and New Lots
KEW GARDENS,EF,40.714444,-73.830979,11415,NY,Queens,Southwest Queens
KINGS HWY,BQ,40.608691,-73.95777199999999,11223,NY,Brooklyn,Southern Brooklyn
KINGS HWY,F,40.603234,-73.972342,11223,NY,Brooklyn,Southern Brooklyn
KINGS HWY,N,40.603967,-73.98066800000001,11223,NY,Brooklyn,Southern Brooklyn
KINGSBRIDGE RD,4,40.867899,-73.897326,10468,NY,Bronx,Bronx Park and Fordham
KINGSBRIDGE RD,BD,40.866974,-73.893485,10468,NY,Bronx,Bronx Park and Fordham
KINGSTON AV,3,40.669409,-73.942173,11213,NY,Brooklyn,Central Brooklyn
KINGSTON-THROOP,C,40.679921,-73.94085799999999,11216,NY,Brooklyn,Central Brooklyn
KNICKERBOCKER,M,40.698665999999996,-73.919685,11237,NY,Brooklyn,Bushwick and Williamsburg
KOSCIUSZKO ST,J,40.693329,-73.928826,11221,NY,Brooklyn,Bushwick and Williamsburg
LAFAYETTE AV,C,40.686170000000004,-73.973908,11217,NY,Brooklyn,Northwest Brooklyn
LEXINGTON AV/53,6EM,40.757529999999996,-73.969102,10152,NY,Manhattan,-
LEXINGTON AV/63,F,40.764763,-73.966291,10065,NY,Manhattan,Upper East Side
LIBERTY AV,C,40.674552,-73.89655400000001,11207,NY,Brooklyn,East New York and New Lots
LIVONIA AV,L,40.663801,-73.900444,11207,NY,Brooklyn,East New York and New Lots
LONGWOOD AV,6,40.816083,-73.89605999999999,10474,NY,Bronx,Hunts Point and Mott Haven
LORIMER ST,GL,40.713875,-73.951592,11211,NY,Brooklyn,Greenpoint
LORIMER ST,JM,40.703855,-73.947387,11211,NY,Brooklyn,Greenpoint
MARBLE HILL-225,1,40.874551000000004,-73.909879,10468,NY,Bronx,Bronx Park and Fordham
MARCY AV,JMZ,40.708377,-73.957751,11211,NY,Brooklyn,Greenpoint
METROPOLITAN AV,GL,40.713875,-73.951592,11211,NY,Brooklyn,Greenpoint
METROPOLITAN AV,M,40.711353,-73.88958000000001,11379,NY,Queens,West Central Queens
METS-WILLETS PT,7,40.754622,-73.845625,11368,NY,Queens,West Queens
MIDDLETOWN RD,6,40.843635,-73.836687,10461,NY,Bronx,Northeast Bronx
MONTROSE AV,L,40.707889,-73.940005,11211,NY,Brooklyn,Greenpoint
MORGAN AV,L,40.706148,-73.93316,11206,NY,Brooklyn,Bushwick and Williamsburg
MORISN AV/SNDVW,6,40.829495,-73.87455899999999,10472,NY,Bronx,Northeast Bronx
MORRIS PARK,5,40.854137,-73.860977,10462,NY,Bronx,Northeast Bronx
MOSHOLU PKWY,4,40.87963,-73.88466600000001,10467,NY,Bronx,Bronx Park and Fordham
MT EDEN AV,4,40.844406,-73.914621,10452,NY,Bronx,High Bridge and Morrisania
MYRTLE AV,JMZ,40.697266,-73.935692,11206,NY,Brooklyn,Bushwick and Williamsburg
MYRTLE-WILLOUGH,G,40.694568,-73.949046,11206,NY,Brooklyn,Bushwick and Williamsburg
MYRTLE-WYCKOFF,LM,40.699707000000004,-73.91181,11237,NY,Brooklyn,Bushwick and Williamsburg
NASSAU AV,G,40.724608,-73.95127099999999,11222,NY,Brooklyn,Greenpoint
NECK RD,BQ,40.595234000000005,-73.95509,11223,NY,Brooklyn,Southern Brooklyn
NEPTUNE AV,F,40.580991999999995,-73.974531,11224,NY,Brooklyn,Southern Brooklyn
NEREID AV,25,40.898382,-73.854389,10470,NY,Bronx,Northeast Bronx
NEVINS ST,2345,40.688269,-73.980453,11217,NY,Brooklyn,Northwest Brooklyn
NEW LOTS,L,40.658747999999996,-73.899472,11207,NY,Brooklyn,East New York and New Lots
NEW LOTS AV,3,40.666252,-73.884087,11208,NY,Brooklyn,East New York and New Lots
NEW UTRECHT AV,DN,40.625419,-73.99663199999999,11219,NY,Brooklyn,Borough Park
NEWKIRK AV,25,40.639961,-73.948352,11210,NY,Brooklyn,Flatbush
NEWKIRK PLAZA,BQ,40.635059000000005,-73.962793,11210,NY,Brooklyn,Flatbush
NORTHERN BLVD,MR,40.752897999999995,-73.905973,11377,NY,Queens,West Queens
NORWOOD 205 ST,D,40.874827,-73.878872,10467,NY,Bronx,Bronx Park and Fordham
NORWOOD AV,JZ,40.681598,-73.880074,11208,NY,Brooklyn,East New York and New Lots
NOSTRAND AV,3,40.669734999999996,-73.950455,11213,NY,Brooklyn,Central Brooklyn
NOSTRAND AV,AC,40.680409999999995,-73.950326,11216,NY,Brooklyn,Central Brooklyn
OCEAN PKWY,Q,40.576298,-73.968523,11235,NY,Brooklyn,Southern Brooklyn
ORCHARD BEACH,6,40.852416999999996,-73.828082,10461,NY,Bronx,Northeast Bronx
OZONE PK LEFFRT,A,40.685975,-73.824713,11419,NY,Queens,Southwest Queens
PARK PLACE,23ACE,40.713060999999996,-74.008777,10007,NY,Manhattan,Lower Manhattan
PARK PLACE,S,40.67491,-73.95779399999999,11238,NY,Brooklyn,Central Brooklyn
PARKCHESTER,6,40.833246,-73.860805,10472,NY,Bronx,Northeast Bronx
PARKSIDE AV,BQ,40.655053,-73.96122700000001,11225,NY,Brooklyn,Flatbush
PARSONS BLVD,F,40.707564,-73.803326,11435,NY,Queens,Jamaica
PATH WTC 2,1,40.711638,-74.010708,10007,NY,Manhattan,Lower Manhattan
PELHAM BAY PARK,6,40.852465,-73.828125,10461,NY,Bronx,Northeast Bronx
PELHAM PKWY,25,40.857188,-73.86760699999999,10458,NY,Bronx,Bronx Park and Fordham
PELHAM PKWY,5,40.858973,-73.855355,10469,NY,Bronx,Northeast Bronx
PENNSYLVANIA AV,3,40.664884,-73.894258,11207,NY,Brooklyn,East New York and New Lots
PRESIDENT ST,25,40.667879,-73.950648,11213,NY,Brooklyn,Central Brooklyn
PRINCE ST,NRW,40.724332000000004,-73.99768399999999,10012,NY,Manhattan,Greenwich Village and Soho
PROSPECT AV,25,40.819396000000005,-73.90146700000001,10455,NY,Bronx,Hunts Point and Mott Haven
PROSPECT AV,R,40.665438,-73.992856,11215,NY,Brooklyn,Northwest Brooklyn
PROSPECT PARK,BQS,40.661596,-73.962193,11225,NY,Brooklyn,Flatbush
QUEENS PLAZA,EMR,40.748948,-73.93719399999999,11101,NY,Queens,Northwest Queens
QUEENSBORO PLZ,7NQW,40.750508,-73.940177,11106,NY,Queens,Northwest Queens
RALPH AV,C,40.678815,-73.920801,11233,NY,Brooklyn,Central Brooklyn
RECTOR ST,1,40.707840000000004,-74.01369100000001,10006,NY,Manhattan,Lower Manhattan
RECTOR ST,NRW,40.707221999999994,-74.013391,10006,NY,Manhattan,Lower Manhattan
RIT-MANHATTAN,R,40.761268,-73.964016,10065,NY,Manhattan,Upper East Side
RIT-ROOSEVELT,R,40.7574,-73.954006,11106,NY,Queens,Northwest Queens
ROCKAWAY AV,3,40.662541,-73.90876300000001,11212,NY,Brooklyn,Central Brooklyn
ROCKAWAY AV,C,40.67836,-73.911939,11233,NY,Brooklyn,Central Brooklyn
ROCKAWAY BLVD,A,40.680429,-73.843853,11416,NY,Queens,Southwest Queens
ROCKAWAY PARK B,AS,40.580453999999996,-73.837459,11694,NY,Queens,Rockaways
ROOSEVELT ISLND,F,40.759122999999995,-73.953266,11106,NY,Queens,Northwest Queens
SARATOGA AV,3,40.661466,-73.91631600000001,11212,NY,Brooklyn,Central Brooklyn
SENECA AVE,M,40.702798,-73.907776,11237,NY,Brooklyn,Bushwick and Williamsburg
SHEEPSHEAD BAY,BQ,40.58681,-73.954167,11235,NY,Brooklyn,Southern Brooklyn
SHEPHERD AV,C,40.674161,-73.88076099999999,11208,NY,Brooklyn,East New York and New Lots
SIMPSON ST,25,40.82417,-73.89322800000001,10459,NY,Bronx,Hunts Point and Mott Haven
SMITH-9 ST,FG,40.673714000000004,-73.996139,11231,NY,Brooklyn,Northwest Brooklyn
SOUTH FERRY,1RW,40.702068,-74.013664,10004,NY,Manhattan,Lower Manhattan
SPRING ST,6,40.722396999999994,-73.997211,10012,NY,Manhattan,Greenwich Village and Soho
SPRING ST,CE,40.726202,-74.00362700000001,10012,NY,Manhattan,Greenwich Village and Soho
ST LAWRENCE AV,6,40.8315,-73.867623,10472,NY,Bronx,Northeast Bronx
ST. GEORGE,1,40.643738,-74.073622,10301,NY,Staten Island,Stapleton and St. George
STEINWAY ST,MR,40.756864,-73.920736,11103,NY,Queens,Northwest Queens
STERLING ST,25,40.662752000000005,-73.95060500000001,11225,NY,Brooklyn,Flatbush
SUTPHIN BLVD,F,40.705416,-73.810562,11435,NY,Queens,Jamaica
SUTPHIN-ARCHER,EJZ,40.700488,-73.80793299999999,11435,NY,Queens,Jamaica
SUTTER AV,L,40.669376,-73.902047,11207,NY,Brooklyn,East New York and New Lots
SUTTER AV-RUTLD,3,40.664590999999994,-73.922668,11212,NY,Brooklyn,Central Brooklyn
THIRTY THIRD ST,1,40.748931,-73.988113,10001,NY,Manhattan,Chelsea and Clinton
TIMES SQ-42 ST,1237ACENQRS,40.755905,-73.98650400000001,10110,NY,Manhattan,-
TIMES SQ-42 ST,1237ACENQRSW,40.755905,-73.98650400000001,10110,NY,Manhattan,-
TOMPKINSVILLE,1,40.636948,-74.07482399999999,10301,NY,Staten Island,Stapleton and St. George
TREMONT AV,BD,40.850307,-73.905244,10453,NY,Bronx,Central Bronx
TWENTY THIRD ST,1,40.742933,-73.992909,10011,NY,Manhattan,Chelsea and Clinton
UNION ST,R,40.677302000000005,-73.983135,11217,NY,Brooklyn,Northwest Brooklyn
UTICA AV,AC,40.679279,-73.930585,11233,NY,Brooklyn,Central Brooklyn
V.CORTLANDT PK,1,40.889185,-73.898549,10463,NY,Bronx,Kingsbridge and Riverdale
VAN SICLEN AV,3,40.665405,-73.889451,11207,NY,Brooklyn,East New York and New Lots
VAN SICLEN AV,JZ,40.678018,-73.891726,11207,NY,Brooklyn,East New York and New Lots
VAN SICLEN AVE,C,40.672786,-73.890438,11207,NY,Brooklyn,East New York and New Lots
VERNON-JACKSON,7,40.742624,-73.95354499999999,11109,NY,Queens,-
W 4 ST-WASH SQ,ABCDEFM,40.732251,-74.000559,10012,NY,Manhattan,Greenwich Village and Soho
W 8 ST-AQUARIUM,FQ,40.576152,-73.975925,11224,NY,Brooklyn,Southern Brooklyn
WAKEFIELD/241,2,40.903085,-73.85059100000001,10470,NY,Bronx,Northeast Bronx
WALL ST,23,40.706864,-74.009056,10271,NY,Manhattan,-
WALL ST,45,40.707466,-74.01186700000001,10006,NY,Manhattan,Lower Manhattan
WEST FARMS SQ,25,40.840097,-73.879774,10460,NY,Bronx,Central Bronx
WESTCHESTER SQ,6,40.839892,-73.842952,10461,NY,Bronx,Northeast Bronx
WHITEHALL S-FRY,1RW,40.703082,-74.01298299999999,10006,NY,Manhattan,Lower Manhattan
WHITLOCK AV,6,40.826508000000004,-73.886425,10459,NY,Bronx,Hunts Point and Mott Haven
WILSON AV,L,40.688676,-73.903999,11233,NY,Brooklyn,Central Brooklyn
WINTHROP ST,25,40.656648,-73.950198,11225,NY,Brooklyn,Flatbush
WOODHAVEN BLVD,JZ,40.693866,-73.851568,11416,NY,Queens,Southwest Queens
WOODHAVEN BLVD,MR,40.73308,-73.869259,11373,NY,Queens,West Queens
WOODLAWN,4,40.885973,-73.878851,10467,NY,Bronx,Bronx Park and Fordham
WORLD TRADE CTR,23ACE,40.712557000000004,-74.009807,10007,NY,Manhattan,Lower Manhattan
WTC-CORTLANDT,1,40.710454,-74.011324,10271,NY,Manhattan,-
YORK ST,F,40.699756,-73.98689,11201,NY,Brooklyn,Northwest Brooklyn
ZEREGA AV,6,40.836459999999995,-73.846471,10462,NY,Bronx,Northeast Bronx
